,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
upx (C++),0,6,5,0,1,0,0,0,0,0,0,0,7,0,2,2,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12,0,0,9,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,7,0,142,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0
Proton (C++),0,5,0,0,1,0,0,0,0,0,0,0,3,1,4,0,3,0,1,531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,11102,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hyprland (C++),0,11,0,0,5,0,0,0,0,1,0,0,14,0,2,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,3,0,0,23,0,76,0,0,0,28,0,7,0,3,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,2,1
bloaty (C++),0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,11,0,0,5,0,116,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FasterTransformer (C++),0,16,1,0,2,0,0,0,0,0,1,0,52,0,2,12,2,0,0,3,0,0,0,0,0,0,3,0,1,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,3,0,0,17,0,0,16,0,356,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0
Atmosphere (C++),0,52,10,0,36,0,1,0,1,8,17,1,31,2,8,8,20,0,9,17,0,0,3,0,1,0,2,0,0,6,0,16,1,0,0,28,0,0,0,0,7,0,2,0,0,0,6,32,0,0,0,6,7,0,0,0,0,5,0,182,0,0,1,4,0,0,1,0,0,35,2,0,0,0,0,1,0,0,0,8,3,0,0,133,0,0,0,7,0,1,0,1,0,17,0,15,1,0,0,0,0,0,0,0,0,0,0,1,15,0,18,33,0,0,38,1,0,30,0,0,133,0,1120,0,0,2,12,3,12,1,78,0,0,0,6,0,1,0,13,0,0,0,2,0,0,0,4,11,0
oneTBB (C++),0,71,2,0,11,0,1,0,0,0,4,0,38,0,4,31,21,0,0,90,0,0,0,0,4,0,6,0,2,10,0,15,0,0,0,58,0,0,0,0,1,0,0,0,1,0,9,23,0,0,0,17,4,0,0,0,2,1,0,74,0,0,3,0,0,0,0,3,0,14,0,0,0,0,0,1,0,0,2,13,0,0,1,21,0,0,0,1,0,3,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,19,3,20,7,0,0,27,0,0,135,0,0,64,0,784,0,0,1,83,1,3,0,19,0,0,0,0,0,1,0,28,3,0,0,3,0,0,0,25,62,0
dogecoin (C++),0,29,0,0,10,1,1,0,0,2,2,0,21,0,13,18,23,0,0,16,0,0,0,0,0,0,3,0,1,1,0,11,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,5,1,0,0,0,0,2,0,74,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,8,0,0,18,0,0,23,0,0,35,0,189,0,0,0,17,0,1,0,28,0,0,0,0,1,1,0,9,1,0,0,3,0,0,0,3,12,0
doctest (C++),0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,3,0,65,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
pbrt-v3 (C++),0,10,0,0,1,0,0,0,1,0,0,0,7,0,8,7,14,0,0,63,0,0,0,0,0,0,5,0,0,2,0,9,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,41,0,0,3,0,0,7,0,395,0,0,0,9,0,1,0,60,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,3,0
cppcheck (C++),0,9,0,0,5,0,0,0,0,0,4,0,15,1,4,7,13,0,0,2,0,0,0,0,0,0,6,0,0,2,0,5,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,4,0,0,9,0,0,34,0,0,21,0,132,0,0,0,9,0,1,0,13,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,11,0
Gource (C++),0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
proxysql (C++),0,23,2,0,3,0,0,0,0,0,0,0,6,0,2,4,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,8,1,0,17,0,331,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,4,0
clip (C++),0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,61,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TinyWebServer (C++),0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moonlight-qt (C++),0,12,1,0,1,0,0,0,0,0,0,0,3,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,2,0,0,9,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0
libzmq (C++),0,10,0,0,2,0,0,0,0,0,0,0,6,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,12,0,59,0,0,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
easyeffects (C++),0,6,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,62,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AI4Animation (C++),0,36,3,0,6,1,0,0,0,2,28,0,25,0,35,0,4,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,4,0,0,0,2,0,0,0,0,2,0,0,1,1,1,0,35,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,90,0,0,0,0,0,0,0,0,41,0,1227,0,0,0,4,1,8,0,131,0,0,0,3,0,1,0,9,0,0,0,0,0,0,0,1,0,1
AutoHotkey (C++),0,11,1,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,20,0,167,0,0,0,2,0,1,0,5,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0
winmerge (C++),0,68,1,0,24,6,0,0,1,0,7,0,64,3,60,23,90,0,8,15,0,0,0,0,0,0,5,0,2,6,0,13,0,0,0,28,0,0,1,0,2,0,0,1,0,0,1,21,0,0,0,2,5,0,0,0,1,0,0,131,0,0,3,0,0,0,0,1,0,132,0,0,0,0,0,0,0,0,3,2,0,0,2,54,0,0,1,2,0,3,0,0,0,4,0,19,0,0,0,1,0,0,0,0,0,1,0,0,3,1,15,40,0,0,30,0,0,55,0,0,121,0,5289,0,0,0,52,7,1,0,69,0,0,0,54,0,9,0,24,30,0,0,10,0,0,0,4,63,1
algorithms_and_data_structures (C++),0,5,0,0,5,0,0,0,0,0,0,0,5,0,2,2,11,0,0,7,0,0,0,0,0,0,0,0,0,2,0,9,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,0,0,23,1,0,10,0,139,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
cosmos (C++),0,15,0,0,6,1,0,0,0,1,5,0,13,0,3,5,13,0,0,4,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,4,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,1,13,0,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,15,0,0,36,0,0,26,0,399,0,0,0,31,0,1,0,14,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,16,0
supercollider (C++),0,102,2,0,31,12,4,0,2,3,10,0,42,2,27,42,62,0,14,95,0,0,0,0,2,0,6,0,2,6,0,23,2,0,0,82,0,0,0,0,5,0,0,0,0,0,10,53,0,1,0,5,10,0,0,0,3,5,0,164,0,0,3,0,0,0,1,1,0,66,5,0,0,0,0,2,0,0,2,17,1,0,13,69,1,0,0,5,0,5,0,1,0,10,0,31,0,0,0,0,1,0,0,0,0,1,0,0,18,0,22,68,0,0,119,0,0,203,0,0,121,0,9370,0,0,0,64,5,7,0,117,0,0,0,52,0,6,0,70,3,0,0,9,0,0,0,19,82,1
tinyrenderer (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CopyQ (C++),0,25,4,0,7,0,0,0,0,1,0,0,9,0,0,11,7,0,0,3,0,0,0,0,0,0,3,0,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,0,5,0,1,1,0,0,27,0,73,0,0,0,3,0,0,0,7,0,0,0,6,0,3,0,2,0,0,0,0,0,0,1,0,1,0
love (C++),0,34,0,0,13,0,1,0,30,1,1,0,16,0,11,8,71,0,0,6,0,0,0,0,1,0,2,0,0,3,2,21,3,0,0,9,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,3,94,0,0,0,1,0,0,89,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,8,0,0,15,0,0,847,0,0,360,0,2817,0,0,0,15,2,4,0,420,0,0,0,1,0,1,0,13,0,0,0,2,0,0,0,1,12,0
LearnOpenGL (C++),0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,1,12,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,7,0,0,4,0,371,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0
aria2 (C++),0,35,1,0,13,5,0,0,0,3,100,0,40,0,6,28,22,0,1,3,0,0,0,0,1,0,5,0,0,4,2,5,0,0,0,113,0,0,0,0,6,0,0,0,0,0,2,13,0,0,0,0,2,0,0,0,0,0,0,115,0,0,1,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,8,0,3,9,0,0,17,0,0,36,0,0,50,0,128,0,0,0,32,0,3,0,17,0,0,0,1,0,3,0,24,0,1,0,1,0,0,0,1,15,0
snappy (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
cvxpy (C++),0,27,0,0,5,1,0,0,0,1,2,0,1,0,41,6,8,0,6,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,1,1,2,0,8,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,0,0,26,0,0,137,0,0,18,0,1589,0,0,0,2,2,0,0,98,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,2,19,0
tiled (C++),0,90,0,0,30,0,0,1,3,0,5,0,30,0,13,4,7,0,0,8,0,0,0,0,0,0,2,0,3,0,0,9,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,1,1,0,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,78,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,2,1,3,6,0,0,9,0,0,6,0,0,77,0,143,0,0,0,16,0,0,0,36,0,0,0,3,0,3,0,32,0,0,0,0,0,0,0,3,2,1
node-opencv (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
duckstation (C++),0,91,3,0,16,0,2,0,0,3,2,1,44,1,23,25,50,0,5,10,0,0,0,0,0,0,7,0,0,8,0,20,1,0,0,13,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,1,2,0,104,0,0,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,2,7,0,0,2,55,0,0,0,1,0,3,0,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,13,0,0,56,0,0,39,0,0,94,0,2362,0,0,0,21,1,1,0,66,0,0,0,3,1,5,0,17,4,0,0,3,0,0,0,4,8,0
VINS-Mono (C++),0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,5,0,11,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
tinyraytracer (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guetzli (C++),0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpp-cheat-sheet (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oatpp (C++),0,37,0,0,4,1,0,0,0,4,0,0,3,0,6,19,6,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,0,0,13,0,0,0,3,0,1,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,13,0,0,23,0,0,29,0,159,0,0,0,4,1,1,0,18,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0
crow (C++),0,3,0,0,2,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,4,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
