,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
proxyee-down (Java),0,2,0,0,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,10,18,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,0,0,29,0,0,10,11,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,2,0,26,0,1
AntennaPod (Java),0,78,1,20,27,0,0,4,1,25,364,0,0,1,48,0,0,3,1,159,0,0,0,0,2,0,0,1,13,4,589,10,71,1,0,2,5,0,12,0,0,0,41,0,1,0,2,3,27,1,0,1,0,18,4,0,0,1,0,2,0,0,0,0,530,0,1,0,114,0,0,0,195,0,0,66,157,0,4,1,5,1,0,9,22,1,0,1,11,0,0,19,0,0,113,0,0,2,0,0,0,187,1,1,0,0,52,16,78,0,0,9,0,10,0,1
Algorithms (Java),0,10,1,20,9,0,0,0,0,5,141,0,0,1,47,0,0,1,0,120,0,1,0,0,3,0,2,1,37,1,288,1,23,0,0,1,0,0,7,0,0,2,28,0,3,0,1,3,10,7,0,2,1,0,0,1,0,0,0,1,0,0,2,0,52,0,3,0,64,0,0,0,36,0,0,8,248,0,0,0,15,0,0,1,16,0,0,0,7,1,1,8,0,0,49,0,0,6,0,0,0,82,1,0,0,0,20,17,54,0,0,4,0,4,0,2
realm-java (Java),0,99,0,3,2,0,0,0,0,0,24,0,0,0,12,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,83,0,7,0,0,3,0,0,0,0,0,0,11,0,0,0,91,0,55,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,247,0,0,0,80,0,0,0,105,0,0,110,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,46,0,0,0,0,2,0,5,0,0,0,0,0,0,0
epoxy (Java),0,23,0,3,1,0,0,0,0,2,281,0,0,0,224,0,0,2,0,33,0,0,0,0,993,0,89,1,1753,910,570,0,357,1,0,2,2,0,0,0,0,0,14,1,1,0,0,0,7,1,0,3,0,44,0,0,0,0,0,9,0,0,0,0,1251,0,50,0,465,0,3,0,391,0,0,120,62,0,11,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,50,0,0,0,0,0,0,82,0,0,0,0,211,12,21,0,0,0,0,230,0,0
mockito (Java),0,28,0,19,43,0,0,0,1,12,293,0,0,0,62,1,0,7,0,536,0,0,0,1,22,0,2,3,11,26,950,0,112,3,0,2,9,0,7,0,0,0,22,3,2,0,0,1,145,5,0,1,1,19,9,1,0,0,0,3,1,0,0,0,542,0,0,1,50,0,0,0,40,0,0,93,512,0,10,0,2,0,0,2,9,0,1,0,3,0,0,46,0,1,55,0,0,2,0,0,1,214,0,0,0,0,36,8,95,0,0,6,0,16,1,2
testing-samples (Java),0,6,0,0,3,0,0,0,1,0,10,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,48,1,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,56,0,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
jenkins (Java),0,105,2,54,161,0,0,1,7,168,944,0,3,1,222,0,0,17,2,621,0,0,0,1,56,2,19,28,26,19,599,42,259,1,0,10,30,2,89,1,0,0,179,2,22,0,4,4,39,25,0,1,0,45,16,2,0,0,0,5,7,2,0,2,1002,0,1,0,422,0,4,0,278,0,12,180,561,0,26,2,10,6,0,23,109,0,2,1,21,2,3,162,0,1,147,0,0,13,0,0,5,1046,9,4,0,0,138,30,99,0,3,29,0,6,1,3
piggymetrics (Java),0,39,0,3,9,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,17,0,0,37,5,0,2,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,22,0,0,0,0,8,0,2,0,0,0,0,0,0,0
Mapper (Java),0,77,0,13,3,0,0,0,0,2,94,0,0,0,9,0,0,0,0,26,0,0,0,2,120,0,0,0,11,1,32,0,6,2,0,0,0,0,3,0,0,0,6,0,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,141,0,0,0,21,0,0,0,215,0,0,67,197,0,6,0,0,4,0,0,8,0,0,0,0,0,0,27,0,0,224,0,0,1,0,0,0,174,0,0,0,0,13,0,25,0,0,1,0,4,0,0
transmittable-thread-local (Java),0,2,2,3,3,0,0,0,0,0,69,0,0,0,24,0,0,2,0,24,0,0,0,0,0,0,0,1,0,0,11,0,5,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,29,0,0,0,6,0,0,26,10,0,1,0,2,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,67,0,0,0,0,8,0,2,0,0,1,0,0,0,0
easyexcel (Java),0,30,0,3,18,0,0,1,4,2,165,0,0,0,3,0,0,0,0,62,0,0,0,0,29,0,3,7,8,1,225,2,76,0,0,0,0,0,9,0,0,0,3,0,1,0,0,0,2,7,0,0,0,61,7,0,0,2,0,0,6,0,0,0,308,0,0,0,27,0,0,0,29,0,0,44,207,1,7,0,2,0,0,0,3,0,0,0,1,0,0,159,0,0,27,0,4,0,0,0,0,93,2,0,0,0,164,2,7,0,0,0,0,0,0,0
dynamic-load-apk (Java),0,3,0,2,0,0,0,0,0,2,14,0,0,0,25,0,0,1,0,6,0,0,0,0,1,0,0,0,0,3,48,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,0,0,0,8,0,0,0,2,0,0,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,48,0,0,0,0,0,1,2,0,0,0,0,2,0,0
springcloud-learning (Java),0,22,0,0,62,0,0,0,0,2,119,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,1,17,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,102,0,0,25,18,0,44,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,86,0,0,0,0,0,1,81,0,0,0,0,34,0,3,0,0,0,0,0,0,0
react-native-svg (Java),0,76,0,1,4,0,0,0,1,2,61,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,2,3,1,76,3,7,0,0,1,0,0,8,1,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,83,0,0,0,6,0,0,0,12,0,0,12,53,0,3,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,58,0,0,4,0,0,0,23,0,0,0,0,6,1,4,0,0,0,0,1,0,0
Android_Data (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsunami-security-scanner (Java),0,10,0,0,3,0,0,0,0,3,61,0,0,0,9,0,0,2,1,198,0,0,0,0,5,0,0,2,1,0,49,1,4,0,0,0,1,0,3,0,0,0,14,0,0,0,0,0,29,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,111,0,0,0,13,0,0,0,10,0,0,9,103,0,4,0,0,0,0,1,7,0,0,0,0,0,0,11,0,0,16,0,0,1,0,0,0,49,0,0,0,0,2,2,23,0,0,0,0,0,0,0
richeditor-android (Java),0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telegram (Java),5,800,25,316,252,0,0,5,30,402,3031,0,10,21,761,9,0,108,0,555,0,37,0,2,118,1,16,62,109,65,6357,54,694,30,0,42,31,12,149,3,1,2,948,9,33,0,33,37,227,47,0,28,1,46,32,1,0,0,1,17,6,2,1,12,4520,0,79,11,1199,0,24,0,1130,0,18,737,398,0,63,24,37,18,1,54,112,3,6,2,72,1,9,230,5,0,1696,0,1,85,0,2,12,1253,58,28,0,0,887,304,283,0,2,101,2,137,4,2
plantuml (Java),0,188,0,238,632,0,0,0,2,314,2038,0,45,17,264,1,0,14,2,313,3,4,0,13,37,0,57,66,37,28,747,186,338,37,0,17,43,1,168,1,0,0,319,10,33,0,7,4,96,122,0,9,0,80,25,4,0,0,0,5,9,7,1,2,1507,0,2,0,870,0,0,0,857,0,103,775,909,2,228,3,27,4,1,66,217,0,0,0,87,0,4,237,1,7,353,0,1,31,0,11,7,2309,22,6,0,0,92,98,131,1,11,52,8,25,0,2
fresco (Java),0,100,0,26,76,0,0,0,8,34,418,0,0,0,88,0,0,8,0,217,0,4,0,1,32,0,5,12,15,42,1294,25,70,2,0,36,4,4,16,1,0,0,75,0,6,0,13,7,120,12,0,1,0,7,7,0,0,1,0,9,1,0,0,0,1002,0,6,1,204,0,1,0,248,0,0,213,168,0,18,0,5,2,0,2,18,2,1,0,5,0,0,31,0,1,166,0,0,2,0,0,0,273,1,6,0,0,118,27,115,0,0,9,0,33,0,1
junit4 (Java),0,36,0,1,32,0,0,1,0,18,191,0,0,0,26,0,0,2,0,303,0,0,0,0,3,0,10,1,0,1,180,13,10,0,0,0,1,0,21,0,0,0,23,1,0,0,0,0,55,3,0,2,0,17,2,0,0,0,0,0,0,0,0,0,387,0,0,0,69,0,0,0,22,0,2,39,310,0,16,0,0,0,0,6,13,0,0,0,2,0,1,4,0,1,50,0,0,2,0,0,0,132,0,0,0,0,65,0,72,0,0,1,0,1,2,0
Paper (Java),0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
skywalking (Java),0,54,7,26,140,0,0,1,0,69,668,0,0,1,56,2,0,10,0,160,0,0,0,0,33,0,7,2,21,112,377,13,263,0,0,5,53,41,169,0,0,0,51,7,0,0,1,0,12,8,0,1,0,127,9,0,0,1,0,8,0,1,0,0,809,0,0,0,218,0,0,0,112,0,0,51,480,0,16,0,6,10,0,24,47,0,0,0,17,0,2,171,0,1,100,0,0,4,0,0,5,716,0,1,0,0,151,8,90,0,0,23,0,46,0,49
SpringBoot-Labs (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeetCodeAnimation (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmartTube (Java),1,481,12,143,125,0,0,3,19,147,1503,1,4,6,283,4,0,35,0,294,0,13,0,0,80,0,70,11,42,48,3070,36,231,3,0,15,20,6,84,0,0,1,423,1,40,0,4,23,235,35,0,7,0,31,5,0,0,1,1,22,3,0,2,4,2448,0,41,1,549,0,2,0,798,0,11,464,442,0,51,2,18,10,0,23,87,2,1,4,17,0,0,84,4,0,781,0,2,42,0,0,1,713,4,22,0,0,453,129,323,0,1,50,1,81,3,1
AndroidPerformanceMonitor (Java),0,1,1,0,0,0,0,0,0,2,22,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,13,1,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,1,4,0,0,0,0,3,0,0
DependencyCheck (Java),0,93,1,13,22,0,0,0,2,40,283,0,0,1,64,0,0,18,1,54,0,0,0,0,7,0,1,1,3,2,380,1,87,0,0,0,0,1,51,0,0,1,54,0,1,0,0,0,10,4,0,3,0,16,1,0,0,0,0,0,0,0,0,0,450,0,0,0,120,0,0,0,333,0,0,206,285,0,5,0,1,0,0,0,7,0,0,0,0,0,0,30,0,0,262,0,0,0,0,0,0,143,0,0,0,0,49,7,68,0,0,5,0,10,2,0
mybatis-plus (Java),0,23,0,6,22,0,0,0,0,23,303,0,0,0,43,0,0,4,1,290,0,0,0,0,86,0,3,0,7,37,134,0,198,0,0,0,3,1,19,0,0,0,42,2,2,0,0,0,24,4,0,0,0,29,2,0,0,0,0,1,16,0,0,0,299,0,0,0,67,0,0,0,65,0,0,69,235,1,19,0,8,1,0,3,19,0,0,0,5,0,1,23,0,0,10,0,0,0,0,0,1,384,0,0,0,0,13,7,38,0,0,1,0,14,0,0
Arduino (Java),1,37,2,11,21,0,0,0,0,14,194,0,0,0,37,0,0,1,0,68,0,0,0,0,1,0,5,2,4,2,218,12,40,1,0,0,1,1,9,0,0,0,32,0,1,0,3,1,17,0,0,0,0,21,4,1,0,0,0,0,0,0,0,0,213,0,0,0,67,0,0,0,127,0,0,66,114,0,7,0,2,0,0,3,5,0,0,0,3,0,0,17,0,0,59,0,0,1,0,0,0,88,1,0,0,0,33,16,15,0,0,6,0,0,0,1
VirtualXposed (Java),1,31,1,8,33,0,0,0,4,21,265,0,0,0,68,0,0,6,0,66,0,0,0,0,17,0,12,5,2,3,264,5,65,1,0,4,1,0,23,0,0,0,65,1,8,0,0,1,12,2,0,2,1,20,2,0,0,1,1,1,0,0,0,0,343,0,2,0,74,0,0,0,79,0,0,44,82,0,2,1,2,4,0,3,12,0,0,0,3,0,1,27,0,0,58,0,0,1,0,1,0,269,2,0,0,0,36,16,42,0,2,6,0,0,1,1
jadx (Java),0,220,2,103,123,0,0,0,3,91,661,0,2,4,244,1,0,9,1,114,0,1,0,1,15,0,7,20,42,1,1166,17,139,3,0,5,8,2,107,0,0,0,149,2,11,0,2,13,18,25,0,3,0,44,10,0,0,2,0,3,4,2,3,1,848,0,3,0,520,0,3,0,638,0,4,571,244,0,9,0,8,2,0,13,29,0,1,0,3,0,1,131,1,0,368,0,0,17,0,1,0,705,5,0,0,0,74,71,66,1,1,24,1,15,0,0
FizzBuzzEnterpriseEdition (Java),0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,3,0,0,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
easypermissions (Java),0,1,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,0,0,0,59,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,6,0,0,2,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,20,0,19,0,0,1,0,0,0,0
conductor (Java),0,139,0,39,59,0,0,0,0,54,404,0,0,0,75,0,0,10,0,262,0,0,0,0,18,0,15,8,9,19,794,9,41,0,0,2,0,0,106,0,0,0,41,0,3,0,4,0,10,24,0,2,0,77,11,0,0,0,0,1,0,0,0,0,953,0,0,0,520,0,0,0,600,0,0,197,212,0,36,0,6,1,0,7,14,0,0,0,2,0,0,21,0,0,532,0,0,2,0,0,3,772,0,0,0,0,51,10,67,0,3,13,0,11,4,0
guice (Java),0,52,0,4,59,0,0,0,0,41,252,0,0,0,64,0,0,6,0,413,0,0,0,0,22,0,3,13,1,3,190,17,16,2,0,18,6,0,8,0,0,0,11,0,4,0,0,2,61,11,0,0,0,4,3,0,0,0,0,4,1,0,0,0,411,0,0,0,88,0,0,0,37,0,0,139,635,0,5,0,0,0,0,0,50,0,0,0,5,0,0,15,0,0,45,0,0,1,0,0,0,313,1,0,0,0,17,9,171,0,0,1,0,1,1,4
pkl (Java),1,27,0,23,100,0,0,0,2,72,415,0,4,0,67,0,0,35,0,102,0,0,0,0,48,0,0,10,16,33,79,8,55,5,0,4,13,2,24,0,0,0,41,0,11,0,9,2,10,4,0,0,0,13,4,0,0,0,0,2,4,2,0,0,285,0,2,0,129,0,0,0,135,0,17,176,198,0,5,0,5,0,0,2,64,0,0,0,23,0,1,34,0,1,10,0,3,17,0,0,24,438,1,1,0,0,34,22,31,0,0,9,0,5,0,0
COLA (Java),0,24,0,36,1,0,0,2,0,8,130,0,0,3,14,0,0,0,0,19,0,0,0,0,7,0,1,0,1,7,33,7,25,0,0,0,5,0,8,0,0,0,9,0,1,0,0,0,7,11,0,1,0,3,0,0,0,0,0,0,2,0,0,0,98,0,0,0,38,0,0,0,88,0,0,19,59,0,15,0,0,0,0,5,6,0,0,0,6,0,0,30,0,0,76,0,0,0,0,0,0,97,0,0,0,0,13,10,11,0,0,3,0,9,0,1
android-floating-action-button (Java),0,5,0,0,4,0,0,0,0,0,10,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,15,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PhotoView (Java),0,12,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,5,0,0,0,6,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Material-Animations (Java),0,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
RxJava (Java),2,83,6,8,17,0,0,0,0,568,783,0,0,0,62,0,0,24,0,4138,0,0,0,0,18,0,1,2,1,3,1100,11,59,0,0,7,4,1,30,0,0,0,100,0,1,0,1,1,263,25,0,0,0,13,15,2,0,0,0,3,2,0,4,0,2375,0,16,2,50,0,0,0,29,0,0,44,5185,0,21,2,0,1,0,1,6,8,3,0,3,1,1,10,0,0,62,0,0,7,0,0,0,728,0,0,0,0,66,16,564,0,0,5,0,0,1,22
spider-flow (Java),0,15,0,4,12,0,0,0,0,3,32,0,0,0,8,0,0,0,1,6,0,0,0,0,6,0,0,2,13,1,28,1,24,0,0,1,1,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,42,0,0,0,19,0,0,0,71,0,0,25,16,0,2,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,63,0,0,0,0,0,0,43,0,6,0,0,11,4,2,0,0,0,0,2,0,0
spring-boot-api-project-seed (Java),0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
jsoup (Java),17,6,0,11,17,0,0,0,2,36,76,0,3,0,46,0,0,7,0,145,0,1,0,0,57,0,2,7,28,12,84,1,13,1,0,0,1,0,7,0,0,0,54,3,5,0,1,11,18,2,0,0,0,6,0,0,0,1,0,6,18,0,0,0,152,0,0,0,117,0,1,0,54,0,1,30,980,0,0,0,5,1,0,6,17,0,0,0,2,0,0,4,0,0,20,0,0,1,0,0,0,107,1,4,0,0,15,19,119,2,4,25,0,20,0,0
testcontainers-java (Java),0,12,0,6,56,0,0,0,1,45,284,0,0,0,22,0,0,1,3,205,0,0,0,0,13,0,7,0,21,21,451,4,59,0,0,39,1,0,5,0,0,0,21,0,2,0,1,18,110,4,0,2,0,12,14,0,0,0,0,4,1,0,0,0,320,0,0,0,222,0,0,0,105,0,0,19,243,0,11,0,0,1,0,0,14,0,0,0,7,0,1,4,0,0,21,0,0,0,0,0,0,220,1,0,0,0,22,4,63,0,0,6,0,57,0,1
lombok (Java),0,128,1,111,40,0,0,0,0,70,761,0,0,0,207,0,0,6,2,213,0,0,0,0,57,0,12,21,2,97,124,13,275,6,0,4,8,0,26,0,0,0,50,3,49,0,1,0,9,22,0,12,1,21,4,0,0,0,0,0,2,0,1,0,324,0,5,0,183,0,0,0,243,0,0,203,230,0,19,1,6,0,0,8,65,0,4,5,12,18,5,246,0,0,97,0,3,2,0,0,17,371,0,0,0,0,193,11,30,0,0,22,0,12,1,3
Grasscutter (Java),0,57,0,22,18,0,0,2,1,15,4740,0,1,4,114,0,0,2,2,34,0,0,0,0,10,0,4,12,22,18,251,0,28,0,0,5,1,1,24,0,0,0,87,1,4,0,0,5,17,0,0,3,0,11,2,0,0,0,0,0,0,0,0,0,413,0,0,0,196,0,0,0,325,0,2,132,506,0,14,6,2,0,0,2,6,0,2,0,0,0,0,67,0,0,110,0,4,4,0,2,6,356,1,2,0,0,53,6,16,0,0,23,0,17,0,0
thingsboard (Java),0,117,1,39,463,0,0,0,1,223,1314,0,4,2,213,0,0,19,0,387,0,0,0,0,17,0,4,122,6,13,2129,12,117,2,0,12,13,0,210,0,0,0,130,3,6,0,2,10,88,22,1,3,0,242,14,3,0,2,0,1,0,0,0,0,3928,0,1,0,375,0,4,0,237,0,10,280,785,0,53,2,6,8,0,69,89,1,0,0,25,0,1,468,0,0,201,0,3,8,0,13,16,3599,0,8,0,0,112,29,120,3,0,8,0,12,1,1
VBlog (Java),0,6,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,28,0,0,6,6,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0
GmsCore (Java),0,27,0,33,23,0,0,0,4,171,686,0,0,0,70,0,0,25,0,89,0,0,0,0,36,0,32,14,29,22,409,10,133,5,0,4,6,1,15,0,0,0,75,6,2,0,2,4,222,73,0,1,4,3,8,1,0,0,0,3,1,0,0,0,372,0,1,0,182,0,1,0,465,0,0,198,60,0,18,0,11,2,0,7,35,0,0,0,25,0,2,102,0,0,58,0,0,3,0,1,0,181,0,3,0,0,150,31,58,0,0,11,0,90,1,0
AndroidPicker (Java),0,55,0,13,9,0,0,0,12,22,135,0,0,0,6,0,0,0,0,16,0,0,0,0,5,0,3,0,6,24,188,0,30,0,0,1,0,0,11,0,0,0,7,1,0,0,0,1,9,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,222,0,1,0,39,0,1,0,104,0,0,88,25,0,0,0,1,0,4,1,6,0,0,0,0,0,0,8,0,0,68,0,0,4,0,0,0,59,0,0,0,0,21,4,54,0,0,6,0,56,0,0
GSYVideoPlayer (Java),0,90,0,14,6,0,0,1,2,8,258,0,0,3,19,0,0,3,0,75,0,0,0,0,4,0,4,2,2,10,630,0,88,0,0,3,1,0,3,0,0,0,57,0,19,0,0,0,18,4,0,3,0,3,1,0,0,0,0,0,0,0,0,0,354,0,2,0,133,0,0,0,147,0,0,69,27,1,2,0,6,1,0,2,4,0,0,0,1,0,1,29,0,0,192,0,0,1,0,0,0,73,0,4,0,0,159,4,19,0,1,1,0,36,4,1
