Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
entity factory controller small-class,3
data-provider boundary small-class,2
commander boundary,45
boundary degenerate,31
entity boundary small-class,15
small-class,13
entity boundary,21
pure-controller degenerate,13
boundary degenerate small-class,31
entity boundary data-class small-class,1
pure-controller degenerate small-class,32
entity commander boundary,10
entity factory controller degenerate,1
entity data-provider boundary,1
entity small-class,1
commander,5
factory controller,1
empty,409
commander small-class,10
factory degenerate small-class,3
factory controller small-class,1
boundary lazy-class degenerate,1
controller degenerate,3
commander boundary small-class,19
boundary,16
degenerate,16
pure-controller small-class,1
degenerate small-class,21
data-provider,1
unclassified,12
controller small-class,6
controller,2
factory pure-controller degenerate small-class,4
boundary small-class,3
data-provider data-class,1
commander data-class small-class,1
minimal-entity boundary,1
Total,758
