Unique Method Stereotype,Method Count
non-void-command,1
get collaborator,4
get wrapper,5
factory collaborator stateless,1
empty,28
unclassified,1
collaborator,5
property factory collaborator,3
collaborator stateless,2
get controller,1
factory controller stateless,9
predicate set collaborator,1
get factory collaborator,1
void-accessor controller,4
set,21
property factory wrapper,11
constructor,295
command collaborator,181
property factory controller,3
property collaborator,1
property non-void-command factory collaborator,32
controller stateless,231
factory wrapper stateless,10
get property wrapper,2
get non-void-command collaborator,2
property wrapper,12
command,78
void-accessor command collaborator,59
wrapper stateless,266
property set collaborator,7
wrapper,45
get set collaborator,5
get set factory collaborator,2
property controller,10
property non-void-command collaborator,89
set collaborator,37
void-accessor command,2
get property non-void-command collaborator,2
get,3
collaborator incidental,6
incidental,3
controller,32
predicate non-void-command collaborator,29
copy-constructor,4
predicate wrapper,1
non-void-command collaborator,28
non-void-command factory collaborator,12
predicate controller,4
Total,1591
