Unique Class Stereotype,Class Count
commander boundary degenerate,1
entity boundary small-class,14
small-class,6
entity boundary,25
unclassified,31
pure-controller degenerate,2
boundary degenerate small-class,4
empty,74
factory controller,1
commander,28
data-provider boundary small-class,7
entity commander boundary,4
pure-controller degenerate small-class,29
commander boundary,22
boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,19
data-provider data-class small-class,5
data-provider,1
degenerate,1
boundary,20
pure-controller small-class,1
commander boundary small-class,4
entity factory controller small-class,3
controller,1
factory pure-controller degenerate small-class,1
factory controller small-class,1
factory degenerate small-class,1
entity data-provider boundary,1
degenerate small-class,1
data-provider boundary data-class small-class,2
Total,312
