Unique Method Stereotype,Method Count
predicate,1
factory wrapper stateless,1
get wrapper,1
property,2
property wrapper,20
get collaborator,203
predicate non-void-command,98
command collaborator,241
controller stateless,79
property non-void-command collaborator,145
set collaborator,2
property controller,2
wrapper,5
factory collaborator stateless,3
collaborator,1
constructor,178
set,9
property factory wrapper,2
command,266
wrapper stateless,24
property collaborator,2
property non-void-command factory collaborator,10
property non-void-command,99
get property non-void-command collaborator,1
collaborator incidental,7
get,20
factory controller stateless,2
empty,12
factory controller,1
copy-constructor,7
incidental,5
controller,10
predicate non-void-command collaborator,25
predicate wrapper,3
non-void-command collaborator,3
property factory collaborator,5
non-void-command factory collaborator,10
predicate controller,1
Total,1506
