Unique Method Stereotype,Method Count
get property non-void-command,1
factory collaborator incidental,1
factory collaborator stateless,1
collaborator,1
unclassified,1
set factory collaborator,1
factory controller stateless,1
get set collaborator,4
wrapper stateless,96
command collaborator,134
predicate non-void-command,2
non-void-command collaborator,1
predicate wrapper,1
non-void-command factory collaborator,4
get non-void-command collaborator,6
property wrapper,7
get property,3
controller,4
predicate non-void-command collaborator,1
copy-constructor,1
incidental,13
get collaborator,5
controller stateless,240
stateless,2
property non-void-command,100
property non-void-command factory collaborator,10
property factory controller,1
get property controller,1
constructor,98
set,6
command,179
factory controller,1
empty,5
property non-void-command collaborator,130
property controller,1
set collaborator,19
void-accessor command,1
void-accessor command collaborator,3
get property non-void-command collaborator,2
collaborator incidental,2
get,2
wrapper,1
Total,1093
