Unique Class Stereotype,Class Count
controller data-class small-class,1
commander boundary degenerate,1
data-provider boundary data-class small-class,2
factory controller small-class,2
data-provider boundary degenerate,1
commander boundary small-class,7
factory controller degenerate,1
factory degenerate small-class,4
small-class,9
entity data-provider boundary,1
controller small-class,3
unclassified,14
pure-controller small-class,1
degenerate,2
boundary,12
minimal-entity commander boundary,1
commander boundary lazy-class small-class,1
boundary degenerate small-class,40
commander boundary,43
factory pure-controller degenerate small-class,4
controller,3
commander boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,11
data-provider,2
commander boundary lazy-class,1
lazy-class small-class,1
degenerate small-class,17
boundary lazy-class,1
lazy-class data-class small-class,1
boundary data-class small-class,4
data-provider boundary small-class,5
factory controller data-class small-class,3
entity minimal-entity boundary,2
controller degenerate,1
boundary lazy-class degenerate,1
entity,1
empty,395
commander,12
entity small-class,3
commander data-class small-class,5
boundary small-class,5
data-provider boundary,4
entity boundary data-class small-class,1
entity commander boundary,16
pure-controller degenerate small-class,2
entity boundary small-class,10
entity boundary,17
data-class small-class,3
Total,679
