Unique Method Stereotype,Method Count
predicate controller,2
get set collaborator,1
get property controller,1
factory controller,2
property set factory collaborator,2
factory wrapper,1
get,12
collaborator incidental,21
get property non-void-command collaborator,4
predicate wrapper,6
void-accessor set,2
get collaborator,14
incidental,3
controller,21
void-accessor collaborator,1
copy-constructor,3
property set collaborator,7
property non-void-command,17
stateless,2
property collaborator,6
property non-void-command factory collaborator,7
property wrapper,28
get non-void-command collaborator,2
non-void-command,15
set collaborator,88
property non-void-command collaborator,56
property controller,8
void-accessor set collaborator,10
get property wrapper,4
non-void-command collaborator,21
get non-void-command,1
property factory controller,2
get set factory collaborator,1
void-accessor controller,6
constructor,374
set,74
wrapper stateless,110
predicate non-void-command,6
void-accessor wrapper,1
empty,26
get wrapper,15
predicate non-void-command collaborator,20
wrapper,44
get set,1
factory collaborator stateless,13
void-accessor command collaborator,15
property factory collaborator,4
predicate collaborator,3
command collaborator,272
property,7
factory collaborator incidental,12
destructor,5
predicate,5
factory wrapper stateless,7
get predicate,1
command,141
property factory wrapper,6
controller stateless,30
non-void-command factory collaborator,7
unclassified,6
predicate set collaborator,7
collaborator stateless,25
collaborator,6
set factory collaborator,3
void-accessor command,2
factory controller stateless,15
get non-void-command factory collaborator,5
get predicate wrapper,1
Total,1646
