Unique Method Stereotype,Method Count
predicate non-void-command,1
property set,1
void-accessor command,2
property factory wrapper,3
property factory collaborator,1
get set collaborator,10
get controller,2
predicate set collaborator,3
predicate wrapper,1
non-void-command collaborator,5
get wrapper,6
collaborator,52
predicate controller,5
void-accessor,2
void-accessor collaborator,1
void-accessor command collaborator,5
get set,3
wrapper,50
property set collaborator,39
destructor,104
get non-void-command,9
predicate collaborator,21
wrapper stateless,106
property,13
get collaborator,342
controller stateless,261
command,254
unclassified,12
empty,53
constructor,351
get property collaborator,10
set,194
command collaborator,403
get non-void-command collaborator,8
property wrapper,59
property non-void-command factory collaborator,1
predicate set,1
property non-void-command,15
property collaborator,237
get property non-void-command collaborator,3
get,62
collaborator incidental,45
predicate,31
void-accessor controller,2
property controller,54
property non-void-command collaborator,241
set collaborator,113
predicate non-void-command collaborator,11
copy-constructor,27
incidental,9
controller,113
Total,3357
