Unique Method Stereotype,Method Count
empty,9169
property set collaborator,2
collaborator incidental,554
get,9806
get property non-void-command collaborator,10
copy-constructor,243
controller,360
incidental,890
predicate controller,3238
controller stateless,5607
non-void-command factory collaborator,97
get set collaborator,7320
factory collaborator incidental,52
property set,2
property non-void-command factory collaborator,689
property non-void-command,2495
stateless,60
property collaborator,2
get controller,1
get collaborator,4946
property wrapper,4387
get non-void-command collaborator,488
predicate non-void-command,127
property non-void-command collaborator,11403
property controller,254
wrapper stateless,1212
constructor,6248
factory controller,13
get property controller,1
set,8816
factory wrapper stateless,78
factory collaborator stateless,625
predicate non-void-command collaborator,558
wrapper,94
get non-void-command,784
non-void-command collaborator,46
predicate wrapper,21
set collaborator,5092
non-void-command,51
void-accessor set,2
command,1683
property factory wrapper,14
non-void-command factory,1
get set,10352
get factory collaborator,6
collaborator stateless,30
property non-void-command factory,1
void-accessor command collaborator,180
get wrapper,104
command collaborator,2995
property,103
predicate,7
factory controller stateless,103
void-accessor command,20
get property,1
get property non-void-command,3
property factory collaborator,8
property factory controller,9
void-accessor controller,4
get set factory collaborator,1
Total,101468
