Unique Class Stereotype,Class Count
entity data-provider boundary,1
lazy-class,1
lazy-class degenerate,1
data-provider data-class small-class,2
data-provider boundary small-class,2
small-class,11
entity boundary small-class,10
boundary data-class small-class,1
data-provider small-class,4
commander lazy-class small-class,1
commander boundary,10
controller,2
boundary degenerate,2
commander boundary small-class,5
empty,136
commander,37
factory controller,1
pure-controller degenerate small-class,5
entity commander boundary,8
boundary degenerate small-class,3
unclassified,30
controller small-class,3
data-provider boundary,4
commander small-class,7
boundary data-class,1
minimal-entity boundary,1
entity boundary,25
data-class small-class,2
pure-controller small-class,3
boundary,31
degenerate,6
data-provider,5
degenerate small-class,5
boundary small-class,3
data-provider data-class,1
entity minimal-entity boundary,1
Total,371
