Unique Method Stereotype,Method Count
get property non-void-command,1
get predicate collaborator,1
get set collaborator,1
get non-void-command factory collaborator,2
void-accessor set,1
non-void-command,1
void-accessor set collaborator,2
collaborator,4
factory collaborator stateless,4
void-accessor command,6
property factory wrapper,4
property,31
predicate non-void-command,24
get collaborator,50
set factory collaborator,1
collaborator stateless,6
void-accessor collaborator,2
void-accessor,15
void-accessor command collaborator,19
predicate set,1
property collaborator,18
property non-void-command factory collaborator,9
property non-void-command,20
factory controller,6
empty,20
command,256
command collaborator,169
property wrapper,37
get non-void-command collaborator,7
wrapper,36
property set collaborator,4
void-accessor wrapper,3
wrapper stateless,52
set,87
constructor,181
property factory collaborator,6
predicate controller,2
non-void-command factory collaborator,26
non-void-command collaborator,1
predicate wrapper,6
controller stateless,49
get wrapper,2
copy-constructor,2
predicate non-void-command collaborator,21
incidental,29
controller,20
property non-void-command collaborator,102
property controller,13
set collaborator,36
predicate,18
predicate collaborator,4
factory wrapper stateless,3
factory controller stateless,8
factory wrapper,4
unclassified,5
factory collaborator,2
get,71
collaborator incidental,20
Total,1531
