Unique Method Stereotype,Method Count
property factory controller,1
controller stateless,34
set,43
constructor,83
predicate non-void-command,12
non-void-command factory collaborator,4
command,34
empty,18
get collaborator,58
factory collaborator stateless,2
property set collaborator,1
command collaborator,170
property factory collaborator,3
property controller,3
property non-void-command collaborator,52
set collaborator,19
property non-void-command,17
property non-void-command factory collaborator,13
property collaborator,1
void-accessor command collaborator,1
get property non-void-command factory collaborator,1
property,1
predicate,2
incidental,1
copy-constructor,4
predicate non-void-command collaborator,10
controller,7
factory controller stateless,2
wrapper stateless,3
get,61
collaborator incidental,5
Total,666
