Unique Class Stereotype,Class Count
entity factory controller,1
data-provider lazy-class,1
entity data-provider boundary,2
commander boundary degenerate,1
data-provider,1
data-provider data-class small-class,2
factory controller small-class,4
entity factory controller small-class,18
pure-controller degenerate,18
boundary degenerate small-class,64
boundary degenerate,9
commander boundary,43
controller,5
factory pure-controller degenerate small-class,4
commander boundary small-class,71
degenerate,13
boundary,67
pure-controller small-class,7
pure-controller,1
entity boundary data-class small-class,2
entity commander boundary,18
pure-controller degenerate small-class,44
entity boundary degenerate,2
commander small-class,7
entity boundary,98
boundary lazy-class degenerate,1
controller degenerate,4
factory degenerate small-class,11
factory controller data-class small-class,1
data-provider boundary small-class,8
entity boundary small-class,66
small-class,31
entity boundary lazy-class,1
commander data-class small-class,24
boundary small-class,10
data-provider boundary,3
factory controller data-class,1
unclassified,27
controller small-class,29
degenerate small-class,9
factory controller,1
empty,815
commander,12
entity small-class,10
entity,11
Total,1578
