Unique Method Stereotype,Method Count
get property,1
get predicate wrapper,2
get property non-void-command,3
collaborator incidental,101
get property non-void-command collaborator,13
get,7
property non-void-command factory collaborator,131
property collaborator,17
property non-void-command,41
predicate set,1
property wrapper,63
get non-void-command collaborator,8
incidental,63
property non-void-command collaborator,837
property controller,39
predicate controller,9
property factory collaborator,2
wrapper stateless,237
set,70
constructor,665
property set factory collaborator,9
set factory collaborator,7
collaborator stateless,12
property factory wrapper,5
command,106
property,3
command collaborator,295
non-void-command collaborator,262
predicate wrapper,9
property set collaborator,14
factory collaborator stateless,12
predicate non-void-command collaborator,121
wrapper,106
get predicate non-void-command,1
get set,2
void-accessor command collaborator,105
copy-constructor,195
void-accessor collaborator,1
non-void-command factory collaborator,63
controller stateless,291
empty,9
factory controller,2
factory wrapper stateless,25
predicate collaborator,7
factory collaborator incidental,12
factory wrapper,2
factory controller stateless,16
void-accessor command,4
void-accessor wrapper,3
predicate non-void-command,35
void-accessor controller,22
property factory controller,5
get collaborator,5
predicate,8
get property set collaborator,2
controller,95
factory collaborator,1
unclassified,1
set collaborator,38
non-void-command,3
get property wrapper,19
get wrapper,2
get set collaborator,1
predicate set collaborator,2
Total,4248
