Unique Method Stereotype,Method Count
wrapper,2
controller,1
wrapper stateless,2
get controller,1
get wrapper,1
set collaborator,3
controller stateless,1
property controller,3
factory controller stateless,2
get set collaborator,1
empty,2
command,2
property wrapper,3
non-void-command factory collaborator,1
property non-void-command collaborator,14
collaborator incidental,1
void-accessor command collaborator,2
get property,1
property non-void-command,1
copy-constructor,7
constructor,20
set,1
command collaborator,4
get non-void-command collaborator,6
property non-void-command factory collaborator,2
property factory controller,4
Total,88
