Unique Method Stereotype,Method Count
predicate set,2
get predicate collaborator,1
factory wrapper stateless,25
predicate collaborator,1
collaborator incidental,293
get,99
get property non-void-command collaborator,9
property set collaborator,5
collaborator,2
property non-void-command,215
property non-void-command factory collaborator,362
stateless,9
property collaborator,7
controller,538
incidental,345
copy-constructor,12
wrapper stateless,786
property controller,137
property non-void-command collaborator,2401
factory controller stateless,319
set,89
constructor,1324
empty,122
get property controller,1
factory controller,30
unclassified,4
get set factory collaborator,4
property factory controller,48
controller stateless,1826
non-void-command factory collaborator,111
get factory controller,1
predicate controller,31
predicate non-void-command,103
predicate non-void-command collaborator,408
wrapper,102
factory collaborator stateless,221
property wrapper,135
get non-void-command collaborator,75
command,611
property factory wrapper,38
collaborator stateless,12
get controller,14
get collaborator,28
non-void-command collaborator,27
get non-void-command,26
get property wrapper,6
property factory collaborator,15
get wrapper,16
get set collaborator,9
factory collaborator incidental,5
get property factory wrapper,2
get property factory controller,2
predicate wrapper,18
get predicate controller,1
command collaborator,3341
property,6
predicate,12
get set,38
get factory collaborator,9
set collaborator,59
non-void-command,2
factory wrapper,8
Total,14508
