Class Stereotype,Stereotype Count
entity,265
minimal-entity,14
data-provider,424
commander,129
boundary,875
factory,16
controller,35
pure-controller,67
large-class,1
lazy-class,14
degenerate,266
data-class,89
small-class,601
empty,1609
unclassified,152
Total,4557
