Unique Method Stereotype,Method Count
wrapper stateless,1
factory controller,1
property factory collaborator,1
property non-void-command,1
predicate non-void-command collaborator,1
collaborator incidental,2
collaborator stateless,2
property controller,2
controller stateless,5
controller,2
command collaborator,48
factory collaborator stateless,2
wrapper,7
empty,8
command,18
property non-void-command factory collaborator,9
non-void-command factory collaborator,1
property non-void-command collaborator,22
set collaborator,39
get,17
incidental,4
get collaborator,37
property,3
constructor,8
set,17
factory controller stateless,6
Total,264
