Unique Class Stereotype,Class Count
data-provider data-class,1
pure-controller degenerate small-class,2
boundary degenerate small-class,1
factory controller,1
entity commander boundary,1
factory controller small-class,1
controller small-class,1
degenerate small-class,7
commander boundary,9
boundary data-class,5
commander small-class,2
commander boundary small-class,8
commander,3
lazy-class,1
boundary,2
entity boundary,4
entity boundary small-class,3
data-provider data-class small-class,1
data-provider,1
factory pure-controller degenerate small-class,2
factory pure-controller small-class,1
empty,26
unclassified,5
Total,88
