Unique Method Stereotype,Method Count
property factory collaborator,3
collaborator,3
get non-void-command factory collaborator,1
get set factory,3
void-accessor command collaborator,104
controller,12
incidental,46
void-accessor collaborator,2
copy-constructor,11
predicate set,14
property collaborator,27
property non-void-command,50
property non-void-command factory collaborator,4
predicate set collaborator,5
get,107
get property non-void-command collaborator,6
collaborator incidental,12
set,104
constructor,328
empty,70
factory controller,2
command,375
predicate non-void-command collaborator,50
wrapper,37
get predicate non-void-command,1
get set,1
destructor,185
predicate wrapper,10
property non-void-command collaborator,92
non-void-command,2
set collaborator,63
property controller,20
wrapper stateless,50
predicate non-void-command,136
void-accessor wrapper,20
predicate,38
non-void-command collaborator,32
get non-void-command,10
property,42
command collaborator,173
property set collaborator,10
unclassified,3
get property non-void-command factory collaborator,1
void-accessor set,6
property set,9
property wrapper,22
get non-void-command collaborator,2
get set collaborator,1
controller stateless,96
non-void-command factory collaborator,9
predicate controller,8
get collaborator,81
get controller,1
void-accessor command,98
factory controller stateless,1
void-accessor,10
predicate collaborator,5
factory wrapper stateless,1
get wrapper,5
get set factory collaborator,1
void-accessor controller,5
void-accessor set collaborator,10
get property non-void-command,10
get property set,1
factory stateless,1
factory collaborator stateless,2
Total,2650
