Class Stereotype,Stereotype Count
entity,111
minimal-entity,1
data-provider,43
commander,233
boundary,367
factory,32
controller,49
pure-controller,130
large-class,0
lazy-class,3
degenerate,256
data-class,38
small-class,500
empty,662
unclassified,81
Total,2506
