Unique Method Stereotype,Method Count
get property factory wrapper,2
get property wrapper,1
property factory,1
factory wrapper,1
get set collaborator,1
unclassified,3
get factory controller,1
predicate controller,4
property non-void-command,101
property non-void-command factory collaborator,88
predicate set,15
collaborator incidental,11
get property non-void-command collaborator,2
get,3
property factory collaborator,8
property non-void-command collaborator,331
property controller,23
get non-void-command,3
non-void-command collaborator,9
predicate wrapper,17
property wrapper,102
get non-void-command collaborator,17
constructor,819
factory collaborator stateless,3
factory wrapper stateless,7
property set collaborator,5
property collaborator,5
stateless,3
factory collaborator,2
controller,310
wrapper,252
predicate non-void-command collaborator,97
void-accessor collaborator,1
copy-constructor,109
incidental,10
non-void-command factory collaborator,13
controller stateless,842
property set factory collaborator,10
get factory wrapper,3
empty,41
get property controller,1
factory controller,5
wrapper stateless,896
collaborator stateless,6
void-accessor wrapper,1
predicate non-void-command,56
predicate set collaborator,17
property set,7
get property,4
predicate,8
void-accessor set collaborator,1
get property non-void-command,2
get property collaborator,1
set,96
destructor,3
void-accessor command,3
factory controller stateless,5
get collaborator,2
get controller,1
void-accessor command collaborator,16
predicate collaborator,3
void-accessor,6
get wrapper,8
property factory controller,6
void-accessor controller,11
command collaborator,569
property,11
command,549
property factory wrapper,14
set collaborator,32
non-void-command,7
set factory collaborator,1
collaborator,5
Total,5629
