Unique Class Stereotype,Class Count
commander boundary data-class small-class,2
commander small-class,1
data-provider boundary data-class small-class,1
factory controller small-class,1
boundary data-class small-class,1
small-class,9
entity boundary small-class,14
commander boundary,4
boundary degenerate,3
pure-controller degenerate,2
commander boundary small-class,8
pure-controller,1
boundary,13
pure-controller small-class,1
degenerate,6
degenerate small-class,6
boundary degenerate small-class,8
controller lazy-class,1
controller small-class,4
unclassified,6
pure-controller degenerate small-class,16
entity commander boundary,3
factory pure-controller small-class,2
entity,1
factory controller,1
commander,2
empty,188
entity small-class,1
entity boundary,8
entity factory controller small-class,1
controller,32
factory pure-controller degenerate small-class,6
factory degenerate small-class,4
controller degenerate,2
data-provider boundary small-class,6
data-provider small-class,1
boundary small-class,1
factory degenerate,1
Total,368
