Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,1
predicate set collaborator,1
get property set,1
get set collaborator,1
get property wrapper,1
factory collaborator incidental,1
non-void-command,1
property,1
predicate collaborator,2
factory wrapper stateless,1
property factory controller,1
get property non-void-command collaborator,1
collaborator incidental,4
void-accessor controller,2
command,20
collaborator stateless,1
set factory collaborator,2
constructor,180
set,5
predicate wrapper,1
non-void-command collaborator,15
wrapper,15
property set collaborator,10
factory collaborator stateless,5
controller stateless,68
wrapper stateless,62
predicate non-void-command,4
predicate controller,1
non-void-command factory collaborator,45
set collaborator,9
property controller,27
property non-void-command collaborator,90
command collaborator,66
void-accessor command collaborator,1
property non-void-command factory collaborator,13
property non-void-command,5
property collaborator,3
get non-void-command collaborator,3
property wrapper,8
factory controller stateless,52
get wrapper,1
empty,12
factory controller,5
copy-constructor,3
controller,21
predicate non-void-command collaborator,5
incidental,1
Total,778
