Unique Class Stereotype,Class Count
lazy-class,1
controller degenerate,1
data-provider data-class small-class,1
entity boundary small-class,1
small-class,2
boundary data-class small-class,3
entity minimal-entity commander boundary,1
commander boundary,5
boundary degenerate,2
entity boundary,28
entity data-provider boundary,6
degenerate small-class,4
data-provider boundary,8
data-provider boundary data-class small-class,3
data-provider boundary small-class,10
data-class,2
pure-controller degenerate small-class,7
entity commander boundary,7
boundary degenerate small-class,20
commander,6
empty,631
controller small-class,1
unclassified,26
commander boundary small-class,7
commander boundary data-class small-class,1
commander small-class,16
data-provider,7
data-provider data-class,1
boundary small-class,5
commander data-class small-class,4
data-provider small-class,5
entity minimal-entity boundary,1
boundary,17
pure-controller small-class,1
degenerate,2
Total,843
