Unique Method Stereotype,Method Count
destructor,1
predicate,2
property factory collaborator,1
collaborator,1
factory collaborator,2
get collaborator,5
get property non-void-command,1
get property,1
empty,2
void-accessor controller,1
void-accessor command,1
non-void-command,8
command collaborator,36
set,32
constructor,82
wrapper stateless,23
controller stateless,24
wrapper,6
predicate collaborator,3
factory collaborator stateless,1
command,33
non-void-command factory collaborator,1
set collaborator,14
property controller,2
property non-void-command collaborator,10
predicate non-void-command,4
get non-void-command collaborator,2
property wrapper,2
void-accessor collaborator,1
void-accessor command collaborator,3
collaborator stateless,27
get,8
collaborator incidental,7
get set collaborator,9
property collaborator,2
property non-void-command,10
incidental,8
controller,1
predicate non-void-command collaborator,4
copy-constructor,2
predicate wrapper,2
non-void-command collaborator,11
property,3
property set collaborator,1
stateless,3
Total,403
