Unique Class Stereotype,Class Count
entity boundary,1
controller small-class,3
commander small-class,2
degenerate small-class,1
controller degenerate,1
factory degenerate small-class,1
boundary,2
pure-controller degenerate,1
lazy-class,1
pure-controller degenerate small-class,5
degenerate,8
entity boundary small-class,3
small-class,20
unclassified,12
empty,5
entity commander boundary,2
controller,1
commander boundary,17
boundary degenerate,2
commander boundary small-class,4
commander degenerate,11
commander,30
Total,133
