Unique Method Stereotype,Method Count
factory controller stateless,3
predicate,1
void-accessor command collaborator,1
predicate controller,1
factory controller,1
get,16
incidental,1
get collaborator,4
property non-void-command factory collaborator,1
wrapper stateless,15
property wrapper,5
predicate non-void-command collaborator,5
collaborator incidental,2
property non-void-command,14
set collaborator,15
command collaborator,139
non-void-command factory collaborator,1
predicate non-void-command,6
property non-void-command collaborator,13
predicate wrapper,5
empty,2
command,93
set,38
constructor,29
controller,9
wrapper,8
property set collaborator,20
property controller,5
controller stateless,19
Total,472
