Unique Method Stereotype,Method Count
get wrapper,1
get command collaborator,2
property set factory collaborator,1
get,76
collaborator incidental,71
get property non-void-command collaborator,4
property non-void-command factory collaborator,48
property non-void-command,321
property wrapper,32
get non-void-command collaborator,37
incidental,31
controller,142
copy-constructor,14
void-accessor wrapper,3
predicate non-void-command,49
property non-void-command collaborator,1160
set collaborator,60
property controller,18
predicate,20
property,21
command collaborator,1058
constructor,369
set,119
get non-void-command,9
get property non-void-command,4
void-accessor set collaborator,1
get set,14
predicate non-void-command collaborator,93
wrapper,116
factory collaborator stateless,16
property factory collaborator,22
property set,18
factory collaborator incidental,1
unclassified,7
property collaborator,5
stateless,16
property set collaborator,8
get collaborator,72
wrapper stateless,185
get command,2
empty,69
get property controller,1
factory controller,4
get set collaborator,19
controller stateless,135
non-void-command factory collaborator,26
predicate controller,10
void-accessor command collaborator,9
collaborator stateless,1
get property set factory collaborator,2
factory controller stateless,8
void-accessor command,7
predicate wrapper,9
factory wrapper,1
command,1284
property factory wrapper,4
get property,4
property factory controller,5
get set factory collaborator,5
factory wrapper stateless,4
predicate collaborator,3
get predicate collaborator,2
Total,5858
