Unique Method Stereotype,Method Count
get wrapper,2
predicate collaborator,2
predicate non-void-command,6
get controller,8
get property,6
get property non-void-command,2
property collaborator,2
property non-void-command,6
get non-void-command,13
destructor,21
wrapper,9
get set,8
predicate wrapper,1
controller stateless,10
wrapper stateless,13
predicate controller,1
unclassified,18
empty,33
command,44
get collaborator,4
property non-void-command collaborator,26
property controller,5
set collaborator,5
command collaborator,61
collaborator,6
constructor,87
set,10
copy-constructor,9
incidental,15
controller,4
get,8
collaborator incidental,23
predicate,7
get set collaborator,4
get non-void-command collaborator,2
property wrapper,8
property,12
Total,501
