Unique Method Stereotype,Method Count
set collaborator,1
controller,1
collaborator,1
empty,1
command,7
command collaborator,13
void-accessor command collaborator,3
void-accessor command,1
incidental,1
get property,1
property non-void-command,12
property wrapper,1
constructor,12
collaborator incidental,17
property non-void-command collaborator,21
get property wrapper,3
wrapper stateless,170
get property non-void-command collaborator,9
controller stateless,288
property controller,15
get property controller,5
Total,583
