Unique Class Stereotype,Class Count
data-provider small-class,1
commander,1
pure-controller small-class,1
degenerate,2
entity data-provider boundary data-class small-class,1
commander boundary small-class,1
controller data-class small-class,2
commander boundary data-class small-class,1
entity boundary degenerate,1
entity data-provider boundary small-class,1
pure-controller degenerate small-class,21
commander boundary,1
boundary degenerate,7
entity boundary data-class small-class,2
unclassified,3
empty,95
boundary degenerate small-class,20
degenerate small-class,1
pure-controller degenerate,11
boundary,2
data-provider boundary,1
controller small-class,6
lazy-class small-class,1
entity boundary,2
entity boundary small-class,5
small-class,9
lazy-class degenerate,1
Total,200
