Unique Class Stereotype,Class Count
boundary data-class small-class,2
lazy-class,1
commander boundary,72
boundary degenerate,4
pure-controller degenerate small-class,8
entity boundary data-class small-class,2
entity commander boundary,21
boundary degenerate small-class,13
small-class,8
entity boundary small-class,11
entity boundary,18
boundary small-class,1
commander boundary data-class,1
data-provider boundary data-class small-class,1
data-provider boundary small-class,1
commander boundary small-class,78
entity minimal-entity boundary,1
commander,1
entity small-class,2
empty,332
controller small-class,3
unclassified,1
pure-controller degenerate,5
degenerate small-class,2
boundary,8
degenerate,5
pure-controller small-class,3
commander boundary data-class small-class,6
entity boundary degenerate,1
commander small-class,3
factory pure-controller degenerate small-class,1
Total,616
