Unique Method Stereotype,Method Count
void-accessor command,1
non-void-command,2
get non-void-command factory collaborator,1
property set factory collaborator,1
factory wrapper,1
collaborator stateless,1
set factory collaborator,1
void-accessor set collaborator,2
factory controller stateless,3
get property collaborator,1
set,12
property set collaborator,18
property factory controller,2
destructor,2
factory wrapper stateless,4
predicate non-void-command,3
void-accessor collaborator,1
void-accessor command collaborator,17
void-accessor wrapper,1
wrapper stateless,90
empty,4
command,36
command collaborator,58
property factory collaborator,2
void-accessor controller,3
predicate,1
get predicate,1
predicate controller,1
non-void-command factory collaborator,6
non-void-command collaborator,769
get set,2
wrapper,12
get property controller,1
constructor,261
get set collaborator,2
get collaborator,4
property factory wrapper,2
get property factory wrapper,1
get non-void-command collaborator,2
property wrapper,8
incidental,3
predicate non-void-command collaborator,9
controller,11
copy-constructor,8
controller stateless,73
set collaborator,53
property non-void-command collaborator,130
property controller,4
property non-void-command,1
property collaborator,2
property non-void-command factory collaborator,6
collaborator incidental,12
get property non-void-command collaborator,1
Total,1653
