Unique Class Stereotype,Class Count
entity data-provider boundary,2
data-class small-class,1
degenerate,1
data-provider,4
boundary degenerate,1
commander boundary,3
commander,6
data-provider boundary small-class,4
boundary,12
empty,59
unclassified,24
entity boundary degenerate,1
entity commander boundary,2
data-provider small-class,1
entity minimal-entity boundary,1
entity boundary,10
data-provider boundary data-class small-class,1
data-provider boundary,5
entity boundary lazy-class degenerate,1
data-provider lazy-class,1
small-class,1
entity boundary small-class,1
Total,142
