Unique Class Stereotype,Class Count
data-provider data-class small-class,1
lazy-class small-class,1
entity minimal-entity boundary,1
data-provider small-class,1
entity,1
degenerate small-class,2
entity boundary small-class,14
small-class,7
pure-controller degenerate,16
controller degenerate,2
factory controller small-class,5
entity boundary,16
factory pure-controller degenerate,2
boundary degenerate small-class,21
pure-controller degenerate small-class,13
entity commander boundary,1
commander boundary,5
boundary degenerate,15
factory pure-controller degenerate small-class,1
controller,3
controller small-class,2
unclassified,27
factory controller,2
entity small-class,3
commander,7
empty,190
boundary,24
degenerate,14
data-provider boundary,2
data-provider,1
commander boundary small-class,4
commander boundary data-class small-class,1
commander small-class,7
entity boundary degenerate,1
pure-controller,5
data-provider boundary small-class,6
factory controller data-class small-class,1
entity factory controller small-class,1
boundary small-class,2
commander data-class small-class,1
Total,429
