Method Stereotype,Stereotype Count
get,25
predicate,76
property,260
void-accessor,27
set,39
command,139
non-void-command,282
collaborator,333
controller,399
wrapper,320
constructor,226
copy-constructor,3
destructor,1
factory,112
incidental,30
stateless,523
empty,28
unclassified,5
Total,2828
