Unique Method Stereotype,Method Count
collaborator incidental,10
get,4
property controller,26
property non-void-command collaborator,105
incidental,19
copy-constructor,3
property wrapper,29
get non-void-command collaborator,3
wrapper stateless,209
property factory collaborator,9
property non-void-command factory collaborator,38
property non-void-command,38
factory collaborator stateless,2
predicate non-void-command collaborator,20
wrapper,51
set,19
constructor,226
factory collaborator incidental,1
collaborator stateless,5
void-accessor command collaborator,15
property collaborator,1
stateless,5
property set collaborator,1
predicate,3
empty,28
factory controller,3
command collaborator,55
void-accessor wrapper,4
predicate non-void-command,32
get collaborator,7
set collaborator,8
non-void-command,7
controller stateless,283
non-void-command factory collaborator,20
predicate controller,2
predicate wrapper,15
non-void-command collaborator,18
command,65
property factory wrapper,4
predicate set collaborator,1
unclassified,5
controller,62
factory collaborator,2
get predicate,1
factory wrapper stateless,6
predicate collaborator,1
set factory collaborator,1
collaborator,1
void-accessor command,4
factory controller stateless,13
property set factory collaborator,1
get set collaborator,2
property factory controller,7
get set factory collaborator,5
void-accessor controller,3
get predicate wrapper,1
void-accessor set collaborator,1
get property non-void-command,1
destructor,1
get wrapper,1
Total,1513
