Unique Method Stereotype,Method Count
factory collaborator,2
property,1
collaborator incidental,1
get,3
get property non-void-command collaborator,4
predicate wrapper,1
destructor,3
property factory wrapper,4
wrapper,1
get non-void-command collaborator,2
property wrapper,24
void-accessor set,1
predicate non-void-command collaborator,5
copy-constructor,1
incidental,3
get collaborator,4
controller stateless,6
void-accessor command collaborator,6
collaborator stateless,4
factory controller,2
empty,11
command,56
command collaborator,57
property factory collaborator,7
factory collaborator stateless,4
set collaborator,1
property controller,4
property non-void-command collaborator,34
predicate controller,1
non-void-command factory collaborator,1
predicate non-void-command,9
constructor,117
get property collaborator,1
set,3
wrapper stateless,36
void-accessor wrapper,5
get property,2
get property factory collaborator,1
property set collaborator,3
stateless,8
get non-void-command,2
get property wrapper,2
void-accessor set collaborator,1
predicate,1
void-accessor command,1
property non-void-command,11
property collaborator,5
property non-void-command factory collaborator,13
predicate set,5
Total,480
