Unique Class Stereotype,Class Count
entity boundary degenerate,1
entity factory controller small-class,3
entity small-class,1
commander,1
data-provider boundary small-class,3
small-class,6
entity boundary small-class,8
factory controller small-class,3
factory degenerate small-class,1
entity boundary,9
unclassified,8
empty,96
entity factory controller,1
boundary,4
controller small-class,1
data-provider boundary data-class small-class,1
data-provider boundary,3
degenerate small-class,1
entity data-provider boundary,2
degenerate,4
commander boundary,3
boundary degenerate,1
entity commander boundary,1
boundary degenerate small-class,5
commander small-class,4
data-provider lazy-class degenerate,1
Total,172
