Unique Class Stereotype,Class Count
data-provider degenerate,1
entity minimal-entity,1
factory controller degenerate,1
lazy-class degenerate,3
data-provider boundary lazy-class degenerate,2
commander boundary degenerate,1
controller lazy-class degenerate,1
controller data-class small-class,1
entity factory controller small-class,7
controller degenerate,1
boundary lazy-class degenerate,2
data-provider,17
data-provider small-class,3
data-provider boundary small-class,4
small-class,66
data-provider boundary lazy-class small-class,1
factory controller small-class,4
data-provider boundary,2
boundary data-class small-class,3
controller small-class,5
unclassified,109
entity boundary small-class,16
factory pure-controller degenerate small-class,2
controller,23
commander boundary,100
boundary degenerate,52
commander small-class,57
pure-controller,19
boundary lazy-class,1
degenerate small-class,13
pure-controller degenerate,9
pure-controller small-class,54
degenerate,38
boundary,67
entity minimal-entity boundary,3
entity,6
factory controller,1
empty,172
commander,115
entity small-class,2
entity commander boundary,12
pure-controller degenerate small-class,38
data-provider boundary data-class small-class,4
boundary degenerate small-class,41
data-class small-class,2
entity boundary,15
entity factory controller,4
lazy-class small-class,7
factory degenerate small-class,3
commander data-class small-class,1
boundary small-class,36
factory degenerate,6
commander boundary small-class,30
data-provider data-class small-class,8
Total,1192
