Unique Method Stereotype,Method Count
predicate wrapper,1
collaborator,24
unclassified,1
get property non-void-command factory collaborator,1
get property,2
property non-void-command factory,12
get non-void-command,1
get property non-void-command,2
property factory wrapper,20
factory collaborator incidental,2
get predicate controller,1
predicate,37
get predicate non-void-command collaborator,1
get non-void-command collaborator,3
property wrapper,8
property factory collaborator,61
non-void-command factory collaborator,7
predicate controller,8
property factory,2
predicate non-void-command,24
command,1082
empty,22
constructor,492
set,77
wrapper stateless,930
collaborator stateless,8
factory collaborator stateless,32
get set,1
wrapper,996
command collaborator,746
controller stateless,526
property,42
property collaborator,7
property non-void-command,39
property non-void-command factory collaborator,59
property factory controller,24
get command,1
get collaborator,57
copy-constructor,6
predicate non-void-command collaborator,46
controller,1282
incidental,69
property controller,15
property non-void-command collaborator,199
set collaborator,43
get property non-void-command collaborator,3
collaborator incidental,85
get,48
factory controller stateless,19
get controller,10
property set collaborator,2
stateless,2
factory wrapper stateless,28
Total,7216
