Unique Method Stereotype,Method Count
property factory,2
get property,1
void-accessor set,1
predicate set collaborator,1
predicate set,1
factory collaborator incidental,5
factory,1
get predicate non-void-command collaborator,1
get property set collaborator,1
factory wrapper,2
get property non-void-command factory collaborator,2
void-accessor command collaborator,222
collaborator incidental,66
get,119
get property non-void-command collaborator,7
property non-void-command collaborator,324
property controller,43
non-void-command,4
set collaborator,69
property factory collaborator,46
get property wrapper,4
get non-void-command factory collaborator,4
empty,171
stateless,1
property collaborator,30
property non-void-command,110
property non-void-command factory collaborator,25
controller,127
incidental,140
void-accessor collaborator,3
copy-constructor,15
get set,10
predicate non-void-command collaborator,113
wrapper,73
constructor,695
factory controller,5
get property controller,2
set,127
void-accessor set collaborator,26
get property collaborator,4
property wrapper,108
get non-void-command collaborator,17
get controller,3
get collaborator,75
predicate non-void-command,119
void-accessor wrapper,11
wrapper stateless,104
non-void-command factory collaborator,15
controller stateless,120
property set factory collaborator,3
command collaborator,639
property,61
predicate controller,17
factory wrapper stateless,1
void-accessor,1
predicate collaborator,8
predicate,89
predicate wrapper,39
get non-void-command,9
non-void-command collaborator,7
command,666
property factory wrapper,7
get set collaborator,8
unclassified,1
set factory collaborator,1
collaborator,2
get wrapper,2
factory collaborator stateless,8
property set collaborator,10
void-accessor command,25
factory controller stateless,5
collaborator stateless,1
property non-void-command factory,1
void-accessor controller,58
get set factory collaborator,2
property set,3
Total,4849
