Method Stereotype,Stereotype Count
get,211
predicate,406
property,832
void-accessor,80
set,263
command,1561
non-void-command,752
collaborator,1750
controller,383
wrapper,357
constructor,703
copy-constructor,17
destructor,0
factory,135
incidental,212
stateless,244
empty,173
unclassified,1
Total,8080
