Unique Method Stereotype,Method Count
set factory collaborator,1
collaborator stateless,1
get property wrapper,1
get property non-void-command collaborator,2
predicate controller,9
incidental,71
controller,70
copy-constructor,1
get collaborator,66
wrapper stateless,159
get command,1
get,195
collaborator incidental,19
predicate non-void-command collaborator,48
wrapper,26
get factory collaborator,1
get set,10
predicate set collaborator,1
void-accessor command collaborator,19
property non-void-command factory collaborator,27
property non-void-command,115
property collaborator,1
predicate set,1
void-accessor wrapper,2
predicate non-void-command,41
property non-void-command collaborator,186
property controller,22
set collaborator,76
get non-void-command factory collaborator,2
predicate,14
non-void-command factory collaborator,13
controller stateless,157
property,17
command collaborator,512
factory controller stateless,18
void-accessor command,6
constructor,359
set,113
property wrapper,25
get non-void-command collaborator,2
empty,52
factory controller,9
factory collaborator stateless,4
command,583
property factory wrapper,5
get property non-void-command factory collaborator,1
unclassified,1
get non-void-command,13
get wrapper,2
get set collaborator,4
predicate wrapper,3
get predicate controller,4
factory collaborator incidental,1
property set,3
property factory collaborator,10
get property,1
property set collaborator,2
get property collaborator,1
void-accessor set collaborator,2
get property non-void-command,5
predicate collaborator,1
factory wrapper stateless,4
property factory controller,11
void-accessor controller,8
get set factory collaborator,1
Total,3141
