Unique Class Stereotype,Class Count
controller degenerate,1
entity minimal-entity boundary,1
data-provider boundary,1
data-provider lazy-class,1
data-class,3
data-provider degenerate,1
commander boundary lazy-class small-class,1
minimal-entity boundary,1
pure-controller degenerate,6
commander lazy-class degenerate,1
commander boundary degenerate,5
minimal-entity commander boundary,1
data-provider,11
data-provider data-class small-class,11
entity boundary small-class,11
small-class,20
degenerate small-class,6
factory pure-controller degenerate small-class,1
controller,3
commander boundary,43
boundary degenerate,5
data-class small-class,1
entity boundary,14
boundary degenerate small-class,5
factory controller data-class small-class,1
data-provider boundary small-class,1
controller small-class,8
unclassified,56
commander degenerate,7
commander boundary small-class,9
data-provider small-class,5
commander data-class small-class,1
boundary small-class,6
data-provider data-class,5
lazy-class degenerate,8
boundary,25
degenerate,11
pure-controller small-class,10
factory controller,1
commander,61
empty,153
entity small-class,7
factory controller small-class,6
entity boundary degenerate,1
commander small-class,9
commander boundary data-class small-class,1
factory pure-controller small-class,1
entity commander boundary,18
pure-controller degenerate small-class,5
Total,570
