Unique Class Stereotype,Class Count
commander boundary data-class small-class,1
small-class,1
commander boundary small-class,2
minimal-entity boundary,1
commander boundary degenerate,1
boundary degenerate small-class,2
entity commander boundary,4
boundary small-class,1
commander,5
data-provider boundary small-class,1
unclassified,3
empty,59
boundary degenerate,3
commander boundary,13
entity boundary,3
data-provider boundary lazy-class degenerate,5
lazy-class degenerate,1
data-provider boundary degenerate,1
controller degenerate,1
Total,108
