Unique Method Stereotype,Method Count
empty,1
property factory wrapper,1
get wrapper,2
factory controller stateless,2
get controller,2
factory collaborator stateless,12
set,4
property controller,4
set collaborator,9
property non-void-command collaborator,138
predicate controller,1
non-void-command factory collaborator,9
predicate non-void-command,21
get property controller,2
constructor,99
command,92
factory wrapper stateless,7
command collaborator,89
property wrapper,5
get non-void-command collaborator,24
collaborator stateless,15
controller stateless,98
wrapper stateless,241
property non-void-command factory,1
wrapper,184
get set,2
get non-void-command,8
predicate,8
get collaborator,35
property,2
unclassified,1
get property non-void-command factory collaborator,1
property non-void-command factory collaborator,13
property collaborator,2
property non-void-command,40
incidental,20
predicate non-void-command collaborator,23
controller,90
copy-constructor,1
get property non-void-command collaborator,4
collaborator incidental,30
get,18
property factory collaborator,3
Total,1364
