Unique Class Stereotype,Class Count
factory controller degenerate,1
pure-controller,1
entity data-provider boundary,1
boundary data-class,2
minimal-entity boundary,1
factory degenerate small-class,2
data-provider,2
lazy-class degenerate,2
data-provider boundary,1
commander data-class,1
entity,1
data-class,2
controller degenerate,3
boundary lazy-class data-class small-class,1
commander lazy-class,1
data-provider data-class small-class,3
factory controller small-class,3
entity boundary data-class,1
entity factory controller small-class,10
boundary data-class small-class,3
data-provider boundary lazy-class,1
data-class small-class,2
entity boundary,21
boundary degenerate,19
commander boundary,143
entity boundary degenerate,3
commander small-class,29
boundary degenerate small-class,57
entity small-class,2
factory controller,2
empty,413
commander,63
pure-controller degenerate,33
entity factory controller,3
entity boundary data-class small-class,1
entity commander boundary,6
pure-controller degenerate small-class,37
degenerate small-class,39
pure-controller small-class,2
boundary,42
degenerate,27
commander boundary small-class,11
small-class,39
entity boundary small-class,24
commander data-class small-class,5
boundary small-class,13
factory degenerate,1
entity minimal-entity boundary,2
unclassified,40
controller small-class,6
data-provider boundary data-class small-class,1
data-provider boundary small-class,3
factory controller data-class small-class,1
controller,1
factory pure-controller degenerate small-class,4
Total,1138
