Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,1
factory wrapper,1
property factory collaborator,1
get wrapper,5
collaborator,7
get property set factory collaborator,1
factory controller stateless,1
get controller,1
get property set collaborator,2
predicate set collaborator,5
property set collaborator,12
predicate collaborator,9
wrapper,9
get set,4
predicate controller,2
property,7
non-void-command collaborator,13
predicate wrapper,9
property factory,2
predicate non-void-command,20
get set collaborator,6
void-accessor collaborator,1
void-accessor,2
void-accessor command collaborator,19
predicate set,1
property non-void-command factory collaborator,3
property non-void-command,6
property collaborator,65
controller stateless,22
set collaborator,6
property non-void-command collaborator,50
property controller,11
get collaborator,53
get property non-void-command collaborator,10
collaborator incidental,17
get,70
command collaborator,28
destructor,45
void-accessor set collaborator,1
get property wrapper,1
get non-void-command,5
constructor,135
get property collaborator,5
set,26
property set,6
command,26
unclassified,3
empty,2
predicate,37
void-accessor wrapper,4
wrapper stateless,31
get non-void-command collaborator,12
property wrapper,26
void-accessor command,9
controller,1
predicate non-void-command collaborator,47
incidental,24
copy-constructor,10
get property,1
Total,939
