Unique Method Stereotype,Method Count
non-void-command,1
void-accessor set,2
void-accessor controller,5
non-void-command factory collaborator,1
predicate controller,1
get non-void-command,2
void-accessor set collaborator,4
property set collaborator,17
get set collaborator,11
get wrapper,10
get property collaborator,2
set,3
void-accessor wrapper,3
wrapper stateless,22
destructor,24
predicate collaborator,4
get set,1
wrapper,13
void-accessor collaborator,6
void-accessor command collaborator,21
property,10
predicate wrapper,3
non-void-command collaborator,120
command collaborator,34
empty,13
command,28
unclassified,2
collaborator,14
constructor,94
property set,1
controller stateless,38
property controller,15
set collaborator,45
property non-void-command collaborator,80
predicate non-void-command,4
get property non-void-command collaborator,3
collaborator incidental,33
get,28
get non-void-command collaborator,11
property wrapper,53
void-accessor command,3
incidental,8
controller,9
predicate non-void-command collaborator,11
copy-constructor,17
property non-void-command factory collaborator,1
property collaborator,93
property non-void-command,6
predicate,12
get collaborator,59
Total,1001
