Unique Class Stereotype,Class Count
data-provider boundary data-class,2
degenerate small-class,1
entity minimal-entity boundary,1
pure-controller small-class,1
entity data-provider boundary,2
data-provider small-class,2
data-provider boundary,6
boundary small-class,3
commander boundary,7
empty,79
unclassified,10
entity boundary small-class,1
small-class,5
data-provider data-class small-class,6
data-provider,5
data-provider boundary small-class,1
commander,2
commander boundary small-class,3
lazy-class,2
boundary,8
commander boundary lazy-class degenerate,2
entity commander boundary,3
boundary degenerate small-class,10
pure-controller degenerate small-class,4
entity boundary,8
degenerate,1
Total,175
