Unique Method Stereotype,Method Count
get non-void-command factory collaborator,4
predicate,3
predicate controller,4
property,1
property set collaborator,1
wrapper,1
predicate collaborator,2
get,6
controller stateless,6
command collaborator,73
set collaborator,20
property non-void-command,15
set factory collaborator,1
command,98
wrapper stateless,16
property set,1
constructor,24
set,13
property wrapper,1
predicate non-void-command collaborator,17
get collaborator,4
predicate non-void-command,7
property non-void-command collaborator,20
non-void-command factory collaborator,1
predicate wrapper,1
Total,340
