Unique Method Stereotype,Method Count
factory controller stateless,1
wrapper stateless,1
void-accessor command collaborator,3
property factory wrapper,4
void-accessor command,1
property factory collaborator,5
wrapper,4
get property,4
empty,13
factory controller,12
controller,2
incidental,10
copy-constructor,9
predicate non-void-command collaborator,61
property factory,8
predicate non-void-command,84
predicate controller,5
non-void-command factory collaborator,21
set,23
property set,1
constructor,266
void-accessor set,1
non-void-command,1
factory collaborator,1
non-void-command factory,3
unclassified,47
command,171
set factory collaborator,2
set collaborator,13
property non-void-command collaborator,120
property controller,24
controller stateless,6
property,41
stateless,9
property set collaborator,4
get property wrapper,1
get non-void-command,64
factory collaborator stateless,14
predicate collaborator,3
get collaborator,32
predicate,44
get property non-void-command,4
command collaborator,116
property wrapper,26
get non-void-command collaborator,26
get wrapper,3
get property non-void-command collaborator,2
get,126
collaborator incidental,14
property collaborator,2
property non-void-command,94
property non-void-command factory collaborator,17
Total,1569
