Unique Method Stereotype,Method Count
get set factory collaborator,1
non-void-command,1
property factory controller,1
wrapper stateless,12
set,5
constructor,45
get non-void-command collaborator,2
property wrapper,134
get collaborator,2
controller stateless,10
command collaborator,16
void-accessor command collaborator,4
collaborator stateless,1
non-void-command factory collaborator,6
command,14
copy-constructor,2
predicate non-void-command collaborator,2
incidental,1
controller,71
factory collaborator incidental,1
wrapper,9
get set collaborator,2
factory controller stateless,1
property controller,4
property non-void-command collaborator,15
set collaborator,2
non-void-command collaborator,4
factory wrapper,1
empty,2
factory controller,5
property non-void-command,7
property collaborator,2
property non-void-command factory collaborator,2
collaborator incidental,1
Total,388
