Unique Class Stereotype,Class Count
entity data-provider boundary lazy-class,1
commander boundary data-class,1
data-provider boundary lazy-class degenerate,3
data-provider degenerate,2
data-provider boundary data-class,9
entity boundary degenerate,8
boundary lazy-class,1
degenerate small-class,11
pure-controller small-class,9
boundary,135
commander data-class small-class,3
small-class,20
commander boundary,110
factory controller,1
unclassified,198
controller small-class,8
lazy-class degenerate,7
boundary lazy-class small-class,2
commander boundary lazy-class degenerate,2
data-provider,24
entity minimal-entity boundary,1
data-provider boundary,83
data-provider small-class,16
entity commander boundary,38
controller lazy-class,1
entity boundary lazy-class,1
boundary degenerate small-class,30
commander boundary small-class,27
minimal-entity boundary,1
data-class small-class,7
commander degenerate,1
lazy-class,8
pure-controller degenerate,16
entity data-provider boundary,11
boundary degenerate,33
controller degenerate,18
boundary lazy-class degenerate,6
controller data-class small-class,3
commander small-class,5
boundary data-class,7
commander boundary lazy-class small-class,1
data-provider data-class small-class,18
data-provider boundary data-class small-class,15
data-provider boundary lazy-class,3
commander boundary degenerate,10
degenerate,35
controller lazy-class degenerate,6
data-provider boundary small-class,40
controller,12
pure-controller,4
empty,1115
data-provider lazy-class small-class,1
boundary data-class small-class,8
pure-controller degenerate small-class,28
entity boundary small-class,13
data-provider boundary degenerate,5
commander boundary data-class small-class,6
commander,11
entity boundary,63
data-class,3
boundary small-class,15
entity minimal-entity boundary lazy-class,1
data-provider boundary lazy-class small-class,2
entity boundary data-class,1
Total,2284
