Unique Class Stereotype,Class Count
entity data-provider boundary degenerate,1
data-provider data-class small-class,1
data-provider boundary small-class,3
commander lazy-class degenerate,1
pure-controller,1
data-class,2
commander degenerate,1
entity data-provider boundary,1
entity commander boundary,3
pure-controller degenerate small-class,1
commander boundary,8
boundary degenerate,9
degenerate,18
boundary,70
commander,4
empty,460
data-provider boundary data-class,1
data-class small-class,1
entity boundary,54
commander data-class small-class,1
boundary small-class,5
data-provider boundary,7
data-provider boundary data-class small-class,3
unclassified,38
controller small-class,2
data-provider,6
data-provider small-class,5
boundary degenerate small-class,3
entity minimal-entity boundary,1
degenerate small-class,3
boundary lazy-class,2
boundary data-class small-class,1
commander boundary small-class,7
entity boundary small-class,12
small-class,11
entity boundary degenerate,8
commander boundary data-class small-class,1
commander small-class,7
commander boundary degenerate,1
controller degenerate,1
Total,765
