Method Stereotype,Stereotype Count
get,274
predicate,307
property,952
void-accessor,483
set,266
command,1143
non-void-command,309
collaborator,1669
controller,468
wrapper,572
constructor,320
copy-constructor,10
destructor,64
factory,4
incidental,77
stateless,439
empty,78
unclassified,6
Total,7441
