Unique Method Stereotype,Method Count
collaborator,1
predicate non-void-command,5
command collaborator,22
controller stateless,17
property non-void-command collaborator,16
set collaborator,2
property controller,2
get collaborator,1
void-accessor command collaborator,2
command,48
unclassified,1
constructor,37
property set,2
set,5
wrapper stateless,32
factory controller,1
get,17
collaborator incidental,5
void-accessor command,3
property,17
get non-void-command,7
wrapper,4
predicate,2
copy-constructor,1
incidental,43
controller,2
property non-void-command,73
property collaborator,4
property non-void-command factory collaborator,1
get property non-void-command,1
Total,374
