Unique Method Stereotype,Method Count
property set collaborator,1
predicate non-void-command,2
command,9
command collaborator,24
property,10
property non-void-command,4
property collaborator,24
property wrapper,5
destructor,6
predicate collaborator,10
get non-void-command,2
wrapper,4
get set,1
get collaborator,22
copy-constructor,6
predicate non-void-command collaborator,9
controller,1
incidental,2
set,9
constructor,62
collaborator,7
predicate,4
unclassified,12
controller stateless,3
get wrapper,1
wrapper stateless,11
predicate wrapper,3
set collaborator,5
property controller,2
property non-void-command collaborator,35
predicate controller,1
get property non-void-command collaborator,1
get,17
collaborator incidental,2
Total,317
