Unique Class Stereotype,Class Count
lazy-class data-class,2
factory controller data-class small-class,1
minimal-entity controller,1
lazy-class small-class,2
lazy-class data-class small-class,5
commander data-class,1
lazy-class,6
data-provider,5
boundary lazy-class data-class small-class,1
controller small-class,12
unclassified,123
degenerate,26
boundary,83
pure-controller small-class,7
factory controller,12
data-provider lazy-class small-class,5
empty,541
entity small-class,7
factory degenerate,2
data-provider data-class,2
commander data-class small-class,4
boundary small-class,1
boundary lazy-class small-class,1
entity factory controller small-class,9
factory pure-controller degenerate small-class,12
commander boundary small-class,71
small-class,71
entity factory controller,4
entity data-provider boundary,2
pure-controller degenerate,15
minimal-entity commander boundary,1
entity boundary small-class,67
pure-controller degenerate small-class,110
entity commander boundary,16
entity boundary data-class small-class,9
factory controller degenerate,2
boundary controller,2
controller degenerate,8
boundary lazy-class degenerate,5
factory degenerate small-class,50
entity boundary data-class,1
degenerate small-class,27
boundary lazy-class,1
commander boundary,75
boundary data-class,1
commander small-class,28
data-class,3
commander,49
commander boundary data-class small-class,2
entity boundary,81
data-provider small-class,27
commander boundary degenerate,5
boundary degenerate,25
commander lazy-class degenerate,3
data-provider data-class small-class,11
data-provider boundary data-class small-class,7
boundary degenerate small-class,27
controller lazy-class,1
lazy-class degenerate,8
entity data-provider boundary small-class,1
entity,10
commander degenerate,32
factory controller small-class,42
data-class small-class,11
minimal-entity boundary,2
data-provider lazy-class degenerate,4
boundary data-class small-class,2
controller,20
data-provider boundary small-class,9
pure-controller,6
data-provider boundary,3
entity minimal-entity boundary,3
commander lazy-class small-class,1
commander boundary data-class,1
Total,1833
