Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
get,112
collaborator incidental,171
get property non-void-command collaborator,4
stateless,7
property set collaborator,5
property set factory collaborator,41
empty,151
property factory collaborator,13
get set,46
factory collaborator stateless,16
get property non-void-command,6
property factory controller,17
property non-void-command factory collaborator,140
property non-void-command,218
predicate set,1
factory collaborator incidental,49
controller,90
wrapper,12
predicate non-void-command collaborator,56
incidental,263
copy-constructor,2
property wrapper,69
get non-void-command collaborator,33
wrapper stateless,160
property controller,47
property non-void-command collaborator,716
set collaborator,54
factory controller stateless,127
set,100
constructor,668
factory controller,24
get property controller,7
controller stateless,480
non-void-command factory collaborator,169
predicate non-void-command,51
factory wrapper stateless,9
get set collaborator,112
command collaborator,809
property,26
collaborator stateless,8
set factory collaborator,1
get collaborator,51
get property set collaborator,2
predicate controller,23
get property non-void-command factory,1
get property wrapper,10
predicate set collaborator,7
unclassified,1
get wrapper,8
command,377
property factory wrapper,53
get property factory controller,1
get property factory wrapper,2
get non-void-command,21
non-void-command collaborator,5
get predicate controller,1
predicate wrapper,10
predicate,8
get property,1
Total,5673
